"NºDePatrimonio";"DescrDoBem";"Fornecedor";"Marca";"Comentarios";"FormaAquis";"DocDeEntrada";"DataAquis";"ValorAquis";"CódigoDoFuncionário";"NúmeroDoDepartamento";"CódigoDaCategoriaDoBem";"CódDoGrupoDoBem";"SituaçAtualDoBem"
628;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;43;21;1;3;"Ativo"
629;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;58;40;1;1;"Ativo"
630;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;8;4;1;3;"Ativo"
631;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;58;40;1;2;"Ativo"
632;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;22;34;1;1;"Baixado"
633;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;58;40;;;"Ativo"
634;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;57;39;1;1;"Baixado"
635;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;54;26;1;3;"Ativo"
636;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;22;34;1;1;"Ativo"
637;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;58;40;1;1;"Ativo"
638;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;1;"Ativo"
639;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;51;25;1;;"Ativo"
640;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;58;40;1;1;"Ativo"
641;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;39;17;1;1;"Ativo"
642;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;54;26;1;1;"Ativo"
643;"Cadeira manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;58;40;;;"Ativo"
644;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;58;40;1;1;"Ativo"
645;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;42;1;1;"Ativo"
646;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;42;1;1;"Ativo"
647;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;58;40;1;3;"Ativo"
648;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;58;40;;;"Ativo"
649;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;1;"Ativo"
650;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - preta.";;;"17/05/1999";;57;39;1;1;"Baixado"
651;"Cadeira manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;1;"Ativo"
652;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;58;40;1;;"Ativo"
653;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Ativo"
654;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Ativo"
655;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
656;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
657;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;51;25;1;3;"Ativo"
658;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Baixado"
659;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;8;4;1;3;"Ativo"
660;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;57;39;1;3;"Baixado"
661;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;57;39;1;2;"Baixado"
662;"Cadeira Manaca.";"Calfa Comercial ltda.";;"S/B - Preta.";;;"17/05/1999";;54;26;1;2;"Ativo"
663;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Baixado"
664;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Baixado"
665;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
666;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;42;1;3;"Ativo"
667;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;2;"Baixado"
668;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;1;"Baixado"
669;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
670;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Baixado"
671;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;42;;;"Ativo"
672;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;42;1;2;"Ativo"
673;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;45;23;1;3;"Ativo"
674;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;10;8;1;3;"Baixado"
675;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
676;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Baixado"
677;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Baixado"
678;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Baixado"
679;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Baixado"
680;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;1;"Baixado"
681;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
682;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
683;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
684;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Baixado"
685;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
686;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
687;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
688;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
689;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
690;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
691;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;56;40;1;3;"Ativo"
692;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
693;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
694;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Baixado"
695;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
696;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;3;"Baixado"
697;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
698;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;1;1;"Baixado"
699;"Cadeira Manaca.";"Calfa Comercial Ltda.";;"S/B - Preta.";;;"17/05/1999";;55;40;;;"Baixado"
700;"Mesa.";"Juriti Móveis Ltda.";;"1.25 x 65 - com 02 gavetas.";;;"18/05/1999";;57;40;1;1;"Baixado"
701;"Mesa.";"Juriti Móveis Ltda.";;"1.25 x 65 - com 02 gavetas.";;;"18/05/1999";;55;42;1;1;"Ativo"
702;"Mesa.";"Juriti Móveis Ltda.";;"1.25 x 65 - com 02 gavetas.";;;"18/05/1999";;56;40;1;1;"Ativo"
703;"Mesa.";"Juriti Móveis Ltda.";;"1.25 x 65 - com 02 gavetas.";;;"18/05/1999";;57;39;1;1;"Baixado"
704;"Armário.";"Ciama representações e Comércio Ltda.";;"Alto; fechado; com 02 portas.";;;;;55;40;1;1;"Baixado"
705;"Armário.";"Ciama Representações e Comércio Ltda.";;"Alto; fechado; com 02 portas.";;;;;22;1;1;1;"Ativo"
706;"Aparelho de Telefone.";"Copola Comércio de Antenas e Equipamentos.";"Intelbras.";"Com chave.";;;"23/04/1999";;57;39;;;"Baixado"
707;"Aparelho de Telefone.";"Copola Comércio de Antenas e Equipamentos.";"Intelbras.";"Com chave.";;;"23/04/1999";;57;39;;;"Baixado"
708;"Aparelho de Telefone.";"Copola Comércio de Antenas e Equipamentos.";"Intelbras.";"Com chave.";;;"23/04/1999";;57;39;;;"Baixado"
709;"Aparelho de Telefone.";"Copola Comércio de Antenas e Equipamentos.";"Intelbras.";"Com Chave.";;;"23/04/1999";;57;39;;;"Baixado"
710;"Aparelho de Telefone.";"Copola Comércio de Antenas e Equipamentos.";"Intelbras.";"Com chave.";;;"23/04/1999";;57;39;;;"Baixado"
711;"Aparelho de Telefone.";"Copola Comércio de Antenas e Equipamentos.";"Intelbras.";"Com chave.";;;"23/04/1999";;57;39;;;"Baixado"
712;"Aparelho de Telefone.";"Copola Comércio de Antenas e Equipamentos.";"Intelbras.";"Com chave.";;;"23/04/1999";;57;39;;;"Baixado"
713;"Aparelho de Telefone.";"Copola Comércio de Antenas e Equipamentos.";;"Com chave.";;;"23/04/1999";;57;39;;;"Baixado"
714;"Aparelho de Telefone.";"Copola Comércio de Antenas e Equipamentos.";"Intelbras.";"Com chave.";;;"23/04/1999";;57;39;;;"Baixado"
715;"Aparelho de Telefone.";"Copola Comércio de Antenas e Equipamentos.";"Intelbras.";"Com chave.";;;"23/04/1999";;57;39;;;"Baixado"
716;"Prateleira.";"Marcenaria M.G. Ltda - ME.";;"De madeira.";;;"29/06/1999";;55;40;1;3;"Baixado"
717;"Prateleira.";"Marcenaria M.G. Ltda - ME.";;"De madeira.";;;"29/06/1999";;55;40;1;1;"Baixado"
718;"Prateleira.";"Marcenaria M.G. Ltda - ME.";;"De madeira.";"Comprado";;"29/06/1999";;17;4;1;1;"Ativo"
719;"Gabinete de CPU.";"Marcenearia M.G. Ltda - ME.";;"De madeira.";;;"29/06/1999";;1;8;;;"Ativo"
720;"Gabinete de CPU.";"Marcenaria M.G. Ltda - ME.";;"Em madeira.";;;"29/06/1999";;55;42;1;4;"Ativo"
721;"Livro para Biblioteca.";"Editora Basílio Jurídica.";;"""Reforma Administrativa"".";;;"08/06/1999";;22;30;;;"Ativo"
722;"Calculadora.";"Globex Utilidades S/A";;"Olivet Sum 13.";;;"25/05/1999";;55;40;;;"Baixado"
723;"Calculadora.";"Globex Utilidades S/A";;"Olivet Sum 13.";;;"25/05/1999";;57;39;;;"Baixado"
724;"Central Embutida.";"Star Circuit e Instalações de Equipamentos de Segurança.";;;;;"16/06/1999";;55;40;;;"Baixado"
725;"Aparelho de Telefone.";"Copola Comércio de Antenas Equipamentos Elétricos Eletrônicos.";"Simens.";;;;"28/05/1999";;57;39;1;1;"Ativo"
726;"Aparelho de Telefone.";"Copola Comércio de Antenas Equipamentos Elétricos Eletrônicos.";"Simens.";;;;"28/05/1999";;55;40;;;"Baixado"
727;"Aparelho de Telefone.";"Copola Comércio de Antenas Equipamentos Elétricos Eletrônicos.";"Siemens";"Preto.";;;"28/05/1999";;55;40;1;1;"Baixado"
728;"Aparelho de Telefone.";"Copola Comércio de Antenas Equipamentos Elétricos Eletrônicos.";"Simens.";;;;"28/05/1999";;57;39;;;"Baixado"
729;"Microcomputador.";"Tecnoway Informática Ltda ME.";;"Pentiun 400-32.";;;"01/06/1999";;57;39;;;"Baixado"
730;"Edição de Manual do Presidente.";"B.G. Bonigraf Indústria Gráfica Ltda.";;;;;"02/06/1999";;55;40;;;"Baixado"
731;"Kit Multimídia.";"Tecnoway Informática Ltda - ME.";;;;;"01/07/1999";;57;39;;;"Baixado"
732;"Mesa de Som.";"Rádio Kitson Ltda.";;"12 canais - Mackie MS 1202.";;;"01/09/1999";;4;33;1;3;"Ativo"
733;"Potência 300 wts.";"Serve Som Comércio Instalação de Som Ltda.";;;;;"01/09/1999";;4;33;1;3;"Ativo"
734;"Tuner Pionner 205.";"Serve Som Comércio e Instalação de Som Ltda.";;;;;"01/09/1999";;4;33;1;3;"Ativo"
735;"Cabo para Chaveador.";"Casa das Antenas Teletrônicas.";;;;;"15/09/1999";;55;40;;;"Baixado"
736;"Chaveador 2y1 1x2.";"Casa das Antenas Teletrônicas.";;;;;"15/09/1999";;55;40;;;"Baixado"
737;"T.V.C. 29.";"Wal Mart Brasil Ltda.";"Toshiba.";;;;"23/09/1999";;57;39;1;1;"Ativo"
738;"Caixa Acústica 55-328.";"Casa das Antenas Teletrônica.";;;;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"08/10/1999";;57;39;1;3;"Baixado"
739;"Caixa Acústica 55-328.";"Casa das Antenas Teletrônica.";;;;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"08/10/1999";;57;39;1;3;"Baixado"
740;"Caixa Acústica 55-328.";"Casa das Antenas Teletrônica.";;;;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"08/10/1999";;57;39;1;3;"Baixado"
741;"Caixa Acústica 55-320.";"Casa das Antenas Teletrônica.";;;;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"08/10/1999";;57;39;1;3;"Baixado"
742;"Escrivaninha.";"Casa de Móveis usados Calixto.";;;;;"09/12/1999";;55;6;1;1;"Ativo"
743;"Fax Panasonic KX - FT 21 LA.";"Wall Mart Brasil Ltda.";;;;;"08/12/1999";;24;5;1;1;"Ativo"
744;"Tele Clene.";"Wall Mart Brasil Ltda.";;;;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"14/01/2000";;57;39;;;"Baixado"
745;"Tela Clene.";"Wall Mart Brasil Ltda.";;;;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"14/01/2000";;57;39;1;4;"Baixado"
746;"Tela Clene.";"Wall Mart Brasil Ltda.";;;;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"14/01/2000";;57;39;1;4;"Baixado"
747;"Tela Clene.";"Wall Mart Brasil Ltda.";;;;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"14/01/2000";;57;39;;;"Baixado"
748;"Ventilador.";"Wall Mart Brasil Ltda.";;;;;"14/01/2000";;57;39;1;3;"Baixado"
749;"Circulador de Ar.";"Wall Mart Brasil Ltda.";;;;;"14/01/2000";;57;39;1;1;"Ativo"
750;"Estante.";"Var Nardelli Móveis.";;"2 portas - Biblioteca IBM.";;;"24/01/2000";;16;7;1;1;"Ativo"
751;"Conjunto de Assento.";"Vanil Móveis e Equipamentos para Escritório.";;"Estrutura longarina com 03 lugares.";;;"31/01/2000";;55;40;1;1;"Baixado"
752;"Conjunto de Longarina.";"Vanil Móveis e Equipamentos para Escritório.";;"Com 03 lugares.";;;"31/01/2000";;57;39;;;"Baixado"
753;"Conjunto de Assento.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Com encosto estrutural;  longarina 02 lugares.";;;"31/01/2000";;46;24;1;1;"Ativo"
754;"Mesa.";"Vanil  Móveis e Equipamentos para Escritório Ltda.";;"1(um) metro.";;;"31/01/2000";;55;42;1;1;"Ativo"
755;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura metálica; giratória.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"31/01/2000";;57;39;1;1;"Baixado"
756;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura giratória.";;;"31/01/2000";;12;10;1;1;"Ativo"
757;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura giratória.";;;"31/01/2000";;55;42;1;1;"Ativo"
758;"Assento com encosto.";"Vanil Móveis e Equipamentos para escritório Ltda.";;"Estrutura giratória.";;;"31/01/2000";;57;39;1;1;"Baixado"
759;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura giratória.";;;"31/01/2000";;55;40;1;1;"Baixado"
760;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura giratória.";;;"31/01/2000";;55;40;1;1;"Baixado"
761;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura giratória.";;;"31/01/2000";;55;40;1;1;"Baixado"
762;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura giratória.";;;"31/01/2000";;55;40;1;1;"Baixado"
763;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura giratória.";;;"31/01/2000";;57;39;1;1;"Baixado"
764;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura giratória.";;;"31/01/2000";;55;40;1;1;"Baixado"
765;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura giratória.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"31/01/2000";;57;39;1;1;"Baixado"
766;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura giratória.";;;"31/01/2000";;55;40;1;1;"Baixado"
767;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura giratória.";;;"31/01/2000";;55;40;1;1;"Baixado"
768;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura Fixa.";;;"31/01/2000";;55;40;1;1;"Baixado"
769;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura Fixa.";;;"31/01/2000";;55;42;1;1;"Ativo"
770;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura Fixa.";;;"31/01/2000";;57;39;1;1;"Baixado"
771;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura Fixa.";;;"31/01/2000";;28;1;1;1;"Ativo"
772;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura Fixa.";;;"31/01/2000";;55;40;1;1;"Baixado"
773;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura Fixa.";;;"31/01/2000";;57;39;1;1;"Ativo"
774;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura Fixa.";;;"31/01/2000";;55;40;1;1;"Baixado"
775;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura Fixa.";;;"31/01/2000";;57;39;1;1;"Baixado"
776;"Assento com encosto.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Estrutura metálica; fixa.";;;"31/01/2000";;46;24;1;1;"Ativo"
777;"Assento.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Com estrutura fixa.";;;"31/01/2000";;38;16;1;1;"Ativo"
778;"Armário em aço.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;;;;"31/01/2000";;28;1;1;1;"Ativo"
779;"Assento.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Com estrutura giratória; Modelo: Presidente.";;;"31/01/2000";;55;40;1;1;"Baixado"
780;"Assento.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Com estrutura giratória; modelo: Presidente.";;;"31/01/2000";;2;8;1;1;"Ativo"
781;"Assento.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Com estrutura giratória; com braço.";;;"31/01/2000";;56;40;1;1;"Ativo"
782;"Cinzeiro.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Para Canto.";;;"31/01/2000";;55;40;;;"Baixado"
783;"Cinzeiro.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Para Canto.";;;"31/01/2000";;55;40;;;"Baixado"
784;"Cinzeiro.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Para canto.";;;"31/01/2000";;55;40;;;"Baixado"
785;"Rack Stilus.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;;;;"31/01/2000";;4;28;1;3;"Baixado"
786;"Armário.";"Vanil Móveis e Equipamentos para Escritório Ltda.";;"Ponta Alta; mogno.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"31/01/2000";;57;40;1;1;"Baixado"
787;"Impressora.";"Centertec.";;"HP 810 C.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"02/02/2000";;57;39;1;4;"Baixado"
788;"Impressora.";"Centertec.";;"HP 810 C.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"02/02/2000";;57;39;1;4;"Baixado"
789;"Processador AMD K6 - II 450 MHZ.";"Centertec.";;"Pente de memória 64 MB RAM DIMM; Mother Board Celeron PII com AGP 8MB/FAX; placa de som de 16 Bits.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"02/02/2000";;57;39;;;"Baixado"
790;"Processador AMD K6 - II 450 MHZ.";"Centertec.";;"Pente de memória 64 MB RAM DIMM; Mother Board Celeron PII com AGP 8 MB/FAX; placa de som de 16 bits.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"02/02/2000";;57;39;1;4;"Baixado"
791;"Processador AMD K6 - II 450 MHZ.";"Centertec.";;"Pente de memória 64 MB RAM DIMM; Mother Board Celeron PII  com AGP 8MB/FAX; placa de som de 16 bits.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"02/02/2000";;57;39;1;4;"Baixado"
792;"Processador AMD K6 - II 450 MHZ.";"Centertec.";;"Pente de memória 64 MB RAM DIMM, Mother Board Celeron PII com AGP 8 MB/FAX; placa de som com 16 bits.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"02/02/2000";;57;39;1;4;"Baixado"
793;"Caixa de Som.";"Centertec.";;"Amplificada - 120/140 WTS 1322.";;;"02/02/2000";;55;40;;;"Baixado"
794;"Estabilizador.";"Centertec.";;"1 KVA 115/220V. 115 mult.";;;"02/02/2000";;55;40;1;4;"Baixado"
795;"Estabilizador.";"Centertec.";;"1 KVA 115/220 V - 115 mult.";;;"02/02/2000";;55;40;1;4;"Baixado"
796;"Estabilizador.";"Centertec.";;"1 KVA 115/220 - 115 mult.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"02/02/2000";;57;39;1;4;"Baixado"
797;"Estabilizador.";"Centertec.";;"1 KVA 115/220 V - 115 mult.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"02/02/2000";;57;39;1;4;"Baixado"
798;"Monitor.";"Centertec.";;"14 SVGA color LG.NE - SP 028.";;;"02/02/2000";;57;39;1;4;"Baixado"
799;"Monitor.";"Centertec.";;"14 SVGA color LG.NE - SP 028.";;;"02/02/2000";;55;40;1;4;"Baixado"
800;"Monitor.";"Centertec.";;"14 SVGA color LG.NE - SP 028.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"02/02/2000";;57;39;1;4;"Baixado"
801;"Monitor.";"Centertec.";;"14 SVGA color LG.NE - SP 028.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"02/02/2000";;57;39;1;4;"Baixado"
802;"Caixa de Som.";"Centertec.";;"Amplificada 120/140 WTS.";;;;;55;40;1;4;"Baixado"
803;"HUB.";"Centertec.";"Genius";"16 portas R.J. 45 BNCO.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"15/02/2000";;57;39;1;4;"Baixado"
804;"Aparelho Telefônico.";"Pinho.";"Dynacom";"Cor grafite.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"22/02/2000";;57;39;1;1;"Baixado"
805;"Extenção filtro de linha.";"Pinho.";;;;;"22/02/2000";;55;40;;;"Baixado"
806;"Luminaria mesa.";"Pinho.";;"Completa.";;;"22/02/2000";;55;40;;;"Baixado"
807;"Gabinete de Som.";"Marcenaria M.G Ltda - ME.";;;;;"29/02/2000";;14;29;1;3;"Ativo"
808;"Tela Clone.";"Wall Mart Brasil Ltda.";;;;;;;57;39;;;"Baixado"
809;"Tela Clone.";"Wall Mart Brasil Ltda.";;;;;;;57;39;;;"Baixado"
810;"Tela Clone.";"Wall Mart Brasil Ltda.";;;;;;;57;39;;;"Baixado"
811;"Tela Clone.";"Wall Mart Brasil Ltda.";;;;;;;57;39;;;"Baixado"
812;"Fichário 5x8.";"Bazar e Papelaria Dirce.";;;;;"16/03/2000";;16;7;1;1;"Ativo"
813;"Vademecum Universitário Direito.";"Enciclopédia Britânica do Brasil.";;;;;"04/04/2000";;22;30;;;"Ativo"
814;"Aparelho Telefônico.";"Pinho.";;;;;;;57;39;1;1;"Baixado"
815;"Aspirador GT.";"Wall Mart do Brasil Ltda.";;;;;"16/08/2000";;55;40;1;3;"Baixado"
816;"Filtro de Linha.";"Pinho.";;;;;"01/09/2000";;55;40;;;"Baixado"
817;"Livro - Lei 4320.";"Comércio, Treinamento e Desenvolvimento Ltda.";;"Anotada; revista atualizada.";;;;;22;30;;;"Ativo"
818;"Livro Lei 4320.";"Comércio, Treinamento e Desenvolvimento Ltda.";;"Anotada; revista atualizada.";;;;;22;30;;;"Ativo"
819;"Mesa.";"Vonil.";;"1.50, com 03 gavetas.";;;"20/09/2000";;55;40;;;"Baixado"
820;"Prateleira.";"Madeipérola.";;"2.33 metros.";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"24/10/2000";;57;39;;;"Baixado"
